street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
COOLGREENA CLOSE,6,3,2,6,6,147,missing,0,313218,COOLGREENA CLOSE,missing,Clós Chúil Ghréine
COOLGREENA ROAD,6,3,2,6,6,429,missing,0,313218,BEAUMONT ROAD,missing,Bóthar Cuilgrianna
COOLOCK DRIVE,6,3,3,3,3,82,missing,0,313207,OSCAR TRAYNOR ROAD,missing,Céide na Culóige
COOLOCK DRIVE,6,3,2,3,3,317,missing,0,313207,OSCAR TRAYNOR ROAD,missing,Céide na Culóige
COOLOCK DRIVE,3,3,2,3,3,98,missing,0,313207,OSCAR TRAYNOR ROAD,missing,Céide na Culóige
COOLOCK LANE,2,3,1,1,1,1360,R104,0,313207,SWORDS ROAD,OSCAR TRAYNOR ROAD,missing
COOLOCK LANE OLD,6,3,1,1,1,520,missing,0,313207,COOLOCK LANE NEW,missing,missing
COOLRUA DRIVE,6,3,2,6,6,298,missing,0,313217,COOLGARRIF ROAD,missing,Céide Chúil Rua
COOMBE COURT,6,4,1,7,7,45,missing,0,326314,THE COOMBE,missing,Cúirt an Chúim
COPE STREET,5,5,1,9,1,43,missing,0,326310,ANGLESEA STREET,FOWNES STREET UPPER,Sráid Chóp
COPE STREET,5,5,2,9,1,55,missing,0,326310,ANGLESEA STREET,FOWNES STREET UPPER,Sráid Chóp
COPELAND AVENUE,4,3,1,15,15,315,missing,0,319808,HOWTH ROAD,MALAHIDE ROAD,Ascaill Cóplainn
COPELAND GROVE,6,3,2,15,15,243,missing,0,319813,HOWTH ROAD,missing,Garrán Coplainn
COPPER ALLEY,7,5,2,9,1,148,missing,0,326310,EXCHANGE STREET UPPER,missing,Scabhat an Chopair
COPPINGER ROW,4,5,1,13,5,72,missing,0,326310,CLARENDON STREET,WILLIAM STREET SOUTH,Rae Choppiner
CORK HILL,4,5,1,10,2,42,missing,0,326310,LORD EDWARD STREET,CASTLE STREET,Cnoc Chorcaí
CORK HILL,1.5,5,1,R08,R04,40,N081,0,326310,DAME STREET,EXCHANGE STREET UPPER,Cnoc Chorcaí
CORK STREET,2,4,1,R04,R04,790,R110,0,326313,EMERALD SQUARE,ARDEE STREET,Sráid ChorcaíChorcaigh
CORMAC TERRACE,6,4,2,13,21,160,missing,0,332818,RATHFARNHAM ROAD,missing,Ardán Cormac
CORN EXCHANGE PLACE,4,5,1,16,8,61,missing,0,326406,POOLBEG STREET,BURGH QUAY,Plás Halla an Arbhair
CORNMARKET,2,4,1,R02,R02,55,R810,0,326309,HIGH STREET,SAINT AUGUSTINE ST,Margadh an Arbhair
CORNMARKET,2,4,1,R02,R02,67,R108,0,326309,HIGH STREET,ST. AUGUSTINE STREET,Margadh an Arbhair
JAMES JOYCE STREET,6,1,1,14,14,197,missing,0,326401,TALBOT STREET,RAILWAY STREET,Sráid an Bhárdais
CORRIB ROAD,6,4,2,12,20,1083,missing,0,332813,MOUNT TALLANT AVENUE,missing,Bóthar Coirib
COSTELLO'S COTTAGES,7,5,2,12,4,55,missing,0,326324,CLANBRASSIL STREET UPPER,missing,Iostáin Mhic Coisdealbha
COULSON AVENUE,6,5,3,4,17,110,missing,0,332814,RATHGAR AVENUE,missing,Ascaill Coulson
COULTRY AVENUE,5,2,3,4,4,570,missing,0,313206,COULTRY ROAD,COULTRY WAY,Ascaill Choltraí
COULTRY CRESCENT,6,2,3,4,4,125,missing,0,313206,COULTRY ROAD,missing,Corrán Choltraí
COULTRY DRIVE,6,2,3,4,4,485,missing,0,313206,COULTRY ROAD,missing,Céide Choltraí
COULTRY GARDENS,6,2,3,4,4,295,missing,0,313110,COULTRY ROAD,missing,Gairdíní Choltraí
COULTRY GROVE,6,2,3,4,4,107,missing,0,313110,COULTRY ROAD,missing,Garrán Choltraí
COULTRY LAWN,6,2,3,4,4,149,missing,0,313110,COULTRY ROAD,missing,Plásóg Choltraí
COULTRY PARK,6,2,3,4,4,100,missing,0,313210,COULTRY ROAD,missing,Páirc  Choltraí
COULTRY ROAD,6,2,1,4,4,967,missing,0,313110,SHANGAN ROAD,COULTRY AVENUE,Bóthar Choltraí
COULTRY WAY,6,2,3,4,4,149,missing,0,313206,COULTRY AVENUE,missing,Bealach Choltraí
OLD COUNTY ROAD,4,4,2,10,18,755,missing,0,326322,CRUMLIN ROAD,WINDMILL ROAD,missing
COWPER DOWNS,6,5,2,8,21,420,missing,0,332810,COWPER ROAD,missing,Mulláin Chóipéir
COWPER DRIVE,6,5,2,8,21,204,missing,0,332810,COWPER GARDENS,missing,Céide Chóipéir
COWPER GARDENS,6,5,3,8,21,86,missing,0,332810,PARK DRIVE,COWPER DRIVE,Gairdíní Chóipéir
COWPER MEWS,7,5,1,8,21,155,missing,0,332810,RATHMINES ROAD UPPER,missing,Eachlann Chúipéir
COWPER ROAD,6,5,2,8,21,35,missing,0,332810,RATHMINES ROAD UPPER,MERTON ROAD,Bóthar Chúipéir
COWPER ROAD,6,5,3,8,21,240,missing,0,332810,RATHMINES ROAD UPPER,MERTON ROAD,Bóthar Chúipéir
COWPER ROAD,3,5,3,8,21,433,missing,0,332810,RATHMINES ROAD UPPER,MERTON ROAD,Bóthar Chúipéir
COWPER STREET,3,1,3,1,1,196,missing,0,319723,ASHFORD STREET,AUGHRIM STREET,Sráid Chúipéir
COWPER STREET,6,1,3,1,1,0,missing,0,319723,ASHFORD STREET,AUGHRIM STREET,missing
COWPER VILLAGE,6,5,1,8,21,139,missing,0,332810,COWPER DOWNS,missing,Sráidbhaile Chóipéir
CRAIGFORD AVENUE,6,3,2,14,14,224,missing,0,319804,KILLESTER AVENUE,missing,Ascaill Athcraige
CRAIGFORD DRIVE,6,3,2,14,14,301,missing,0,319804,CRAIGFORD AVENUE,KILLESTER PARK,Céide Athcraige
CRAMPTON COURT,7,5,2,9,1,44,missing,0,326310,DAME STREET,ESSEX STREET E.,Cúirt Chrampton
CRAMPTON COURT,7,5,2,9,1,51,missing,0,326310,DAME STREET,ESSEX STREET E.,Cúirt Chrampton
CRAMPTON QUAY,1,5,1,R09,R05,52,N004,0,326310,ASDILLS ROW,ASTON QUAY,Cé Chrampton
CRANE LANE,7,5,1,9,1,86,missing,0,326310,DAME STREET,ESSEX STREET E.,Lána an Chraein
CRANE STREET,4,4,1,2,2,192,missing,0,326309,THOMAS STREET,BELVIEW,Sráid an Chraein
CRANFIELD PLACE,5,5,3,17,30,202,missing,0,326414,TRITONVILLE ROAD,BEACH ROAD,Plás Cranfield
CRANMER LANE,6,5,3,16,29,250,missing,0,326412,HADDINGTON ROAD,missing,missing
CRANOGUE ROAD,6,2,3,1,1,384,missing,0,313110,BALBUTCHER LANE,missing,Bóthar na Crannóige
CRANOGUE CLOSE,6,2,3,2,2,335,missing,0,313103,CRANNOUGE ROAD,missing,missing
CRAWFORD AVENUE,6,1,3,13,21,252,missing,0,319715,IONA ROAD,HOLLYBANK ROAD,Ascaill Cráfort
CRAWFORD TERRACE,6,1,2,13,13,19,missing,0,319817,KINGS AVENUE,BALLYBOUGH,missing
CREIGHTON STREET,4,5,1,19,11,155,missing,0,326406,TOWNSEND STREET,CITY QUAY,Sráid Chréiteann
CREMONA ROAD,6,4,2,4,12,651,missing,0,326214,THOMOND ROAD,O'HOGAN ROAD,Bóthar Crémóna
CREMORE AVENUE,6,1,2,14,22,109,missing,0,319704,CREMORE ROAD,OLD FINGLAS ROAD,Ascaill Chríoch Mhór
CREMORE CRESCENT,6,2,2,6,6,213,missing,0,319704,BALLYGALL ROAD WEST,missing,Corrán Chríoch Mhór
CREMORE DRIVE,6,1,3,14,22,83,missing,0,319704,BALLYGALL ROAD,CREMORE ROAD,Céide Chríoch Mhór
CREMORE DRIVE,6,1,2,14,22,126,missing,0,313124,BALLYGALL ROAD,CREMORE ROAD,Céide Chríoch Mhór
CREMORE HEIGHTS,6,2,2,14,22,248,missing,0,313124,BALLYGALL ROAD EAST,missing,Arda Chríoch Mhór
CREMORE LAWN,6,1,2,13,21,376,missing,0,319704,OLD FINGLAS ROAD,missing,Plásóg Chríoch Mhór
CREMORE PARK,6,1,1,14,22,193,missing,0,319704,OLD FINGLAS ROAD,missing,Páirc Chríoch Mhór
CREMORE ROAD,6,1,2,14,22,280,missing,0,319704,BALLYGALL ROAD EAST,CREMORE PARK,Bóthar Chríoch Mhór
CREMORE VILLAS,3,1,2,14,22,210,missing,0,319704,OLD FINGLAS ROAD,GRIFFITH AVENUE,Bailtíní Chríoch Mhór
CREMORNE,6,5,1,6,19,221,missing,0,332819,GREENMOUNT ROAD,missing,missing
CRESCENT GARDENS,6,1,3,16,16,142,missing,0,319821,SEAVIEW AVENUE,missing,Gáirdíní an Chorráin
CRESCENT PLACE,6,3,2,14,14,204,missing,0,319813,MALAHIDE ROAD,CHARLEMONT ROAD,Plás an Chorráin
CRESCENT VILLAS,6,1,3,13,21,108,missing,0,319715,IONA CRESENT,CRAWFORD AVE,Bailtíní an Chorráin
THE CRESCENT,6,5,3,11,24,229,missing,1969,332902,DONNYBROOK ROAD,missing,missing
CRESTFIELD AVENUE,6,2,2,8,8,206,missing,0,313216,CRESTFIELD AVE,CRESTFIELD CLOSE,Ascaill Mhullach an Ghoirt
CRESTFIELD CLOSE,6,2,2,8,8,174,missing,0,313216,CRESTFIELD PARK,CRESTFIELD AVENUE,Clós Mhullach an Ghoirt
CRESTFIELD DRIVE,6,2,2,8,8,305,missing,0,313221,COLLINS AVENUE EAST,CRESTFIELD CLOSE,Céide Mhullach an Ghoirt
CRESTFIELD PARK,6,2,2,8,8,106,missing,0,313216,CRESTFIELD ROAD,CRESTFIELD CLOSE,Páirc Mhullach an Ghoirt
CRESTFIELD ROAD,6,2,2,8,8,193,missing,0,313221,CRESTFIELD DRIVE,LARKHILL ROAD,Bóthar Mhullach an Ghoirt
CROAGHPATRICK ROAD,6,1,2,10,18,281,missing,0,319717,NEPHIN ROAD,SKREEN ROAD,missing
CROFTWOOD CRESCENT,5,4,1,2,10,479,missing,0,326211,CHERRY ORCHARD AVENUE,missing,missing
CROFTWOOD DRIVE,5,4,1,2,10,372,missing,0,326217,CHERRY ORCHARD AVENUE,missing,missing
CROFTWOOD GARDENS,6,4,1,2,10,146,missing,0,326217,CROFTWOOD DRIVE,missing,missing
CROFTWOOD GREEN,6,4,1,2,10,347,missing,0,326217,CHERRY ORCHARD AVENUE,missing,missing
CROFTWOOD GROVE,6,4,1,2,10,248,missing,0,326216,CROFTWOOD DRIVE,missing,missing
CROFTWOOD PARK,5,4,1,2,10,648,missing,0,326216,CROFTWOOD GREEN,CHERRY ORCHARD DRIVE,missing
CROKE PARK,4,1,1,8,8,60,missing,0,319816,JONES ROAD,missing,missing
CROMCASTLE AVENUE,3,3,2,7,7,325,missing,0,313214,KILBARRON ROAD,CROMCASTLE ROAD,Ascaill Chaisleán Crom
CROMCASTLE CLOSE,6,3,1,7,7,0,missing,0,313214,CROMCASTLE GREEN,missing,Clós Chaisleán Crom
CROMCASTLE DRIVE,6,3,2,7,7,303,missing,0,313214,CROMCASTLE ROAD,KILBARRON ROAD,Céide Chaisleán Crom
CROMCASTLE GREEN,6,3,2,7,7,340,missing,0,313214,CROMCASTLE ROAD,KILBARRON ROAD,Faiche Chaisleán Crom
CROMCASTLE PARK,6,3,2,7,7,280,missing,0,313214,KILBARRON ROAD,CROMCASTLE ROAD,Páirc Chaisleán Crom
CROMCASTLE ROAD,6,3,2,7,7,1023,missing,0,313214,KILMORE ROAD,DUNDANIEL ROAD,Bóthar Chaisleán Crom
CROMWELLS QUARTERS,7,4,3,1,1,10,missing,0,326308,JAMES STREET,BOW LANE,missing
CROMWELLS QUARTERS,7,4,2,1,1,54,missing,0,326308,JAMES STREET,BOW LANE,missing
CROMWELLS FORT ROAD,2,4,1,2,10,1250,R818,0,332710,WALKINSTOWN AVE,KIMMAGE ROAD W.,missing
CROSS LANE SOUTH,6,4,3,5,5,18,missing,0,326309,ST. MICHAELS HILL,ST. MICHAELS CLOCE,Lána na Croise Theas
CROSSTICK ALLEY,7,4,2,6,6,118,missing,0,326314,MEATH STREET,ASH STREET,Scabhat an Treasnáin
CROTTY AVENUE,6,4,2,10,18,240,missing,0,332710,PERCY FRENCH ROAD,missing,missing
CROW STREET,5,5,1,9,1,81,missing,0,326310,CECILIA STREET,DAME STREET,Sráid Cró
CROWN ALLEY,5,5,1,9,1,73,missing,0,326310,COPE STREET,TEMPLE BAR,Scabhat na Corónach
CROYDON GARDENS,3,3,1,15,17,454,missing,0,319807,CROYDON TERRACE,missing,Gáirdíní Croydon
CROYDON GREEN,6,3,1,15,17,348,missing,0,319812,MARINO PARK,missing,Faiche Croydon
CROYDON PARK AVENUE,6,3,2,15,17,175,missing,0,319807,CROYDON AVENUE,MARINO PARK,Ascaill Pháirc Croydon
CROYDON PARK AVENUE,6,3,1,15,17,283,missing,0,319807,CROYDEN AVENUE,MARINO PARK,Ascaill Pháirc Croydon
CRUMLIN ROAD,2,4,1,R04,R13,1937,R110,0,326318,PARNELL ROAD,KILDARE ROAD,Bóthar Chroimghlinne
CUALA ROAD,6,1,2,12,20,93,missing,0,319718,OFFALY ROAD,LEIX ROAD,Bóthar Chuala
CUCKOO LANE,4,1,4,7,7,71,missing,0,326304,HALSTON STREET,BERESFORD STREET,Lána Gúcó
CUCKOO LANE,4,1,1,7,7,65,missing,0,326304,HALSTON STREET,BERESFORD STREET,Lána Gúcó
CUFFE LANE,6,5,1,13,5,101,missing,0,326315,CUFFE STREET,missing,Lána Mac Dhuibh
CUFFE STREET,2,5,1,R04,R02,193,R110,0,326315,HARCOURT STREET,WEXFORD STREET,Sráid Mac Dhuibh
CULLENSWOOD GARDENS,5,5,2,8,21,184,missing,0,332901,MOUNTAIN VIEW ROAD,MERTON DRIVE,Gairdíní Feá an Chuillinn
CULLENSWOOD PARK,6,5,2,8,21,180,missing,0,332901,RANELAGH,missing,Páirc Feá an Chuillinn
CULLENSWOOD ROAD,4,5,2,7,20,102,missing,0,332901,RANELAGH,OAKLEY ROAD,Bóthar Feá an Chuillinn
CUMBERLAND COURT,7,5,2,20,12,38,missing,0,326406,CUMBERLAND STREET SOUTH,missing,Cúirt Cumarlain
CUMBERLAND ROAD,4,5,1,18,10,148,missing,0,326416,WILTON TERRACE,FITZWILLIAM PLACE,Bóthar Cumarlain
CUMBERLAND STREET NORTH,4,1,1,15,15,205,missing,0,319821,PARNELL STREET,WATERFORD STREET,missing
CUMBERLAND STREET SOUTH,4,5,1,20,12,240,missing,0,326406,FENIAN STREET,PEARSE STREET,missing
CURLEW ROAD,6,4,2,8,16,709,missing,0,326225,KNOCKNAREA ROAD,COOLEY ROAD,Bóthar an Chorrshliabh
CURRACLOE DRIVE,6,3,2,4,4,46,missing,0,313308,KILFENORA DRIVE,missing,missing
CURVED STREET,7,5,2,,,32,missing,1995,326310,EUSTACE STREET,TEMPLE LANE SOUTH,An Chuarshráid
CURZON STREET,5,5,1,11,3,178,missing,0,326320,ARNOTT STREET,SOUTH CIRCULAR ROAD,Sráid Chursain
CUSTOM HOUSE QUAY,2,1,1,R02,R02,603,R801,0,326401,NORTH WALL QUAY,BUTT BRIDGE,Cé Theach an Chustaim
CYMRIC ROAD,6,5,1,18,31,46,missing,0,326414,PINE ROAD,missing,missing
D'OLIER STREET,1,5,1,16,8,160,N011,0,326406,BURGH QUAY,COLLEGE STREET,missing
DALCASSIAN DOWNS,6,1,1,11,19,429,missing,1989,319714,PROSPECT ROAD,missing,missing
DALYMOUNT,1,1,1,12,12,30,N003,0,319719,N.C.R,missing,Cnocán Uí Dhálaigh
DALYMOUNT,1,1,1,12,20,90,N003,0,319719,N.C.R.,ST.PETERS ROAD,Cnocán Uí Dhálaigh
DAME COURT,5,5,2,13,5,88,missing,0,326310,EXCHEQUER STREET,DAME LANE,Cúirt an Dáma
DAME LANE,7,5,3,13,5,348,missing,0,326310,PALACE STREET,TRINITY STREET,Lána an Dáma
DAME STREET,1.5,5,1,R08,R04,324,N081,0,326310,PARLIAMENT STREET,COLLEGE GREEN,Sráid an Dáma
DANE ROAD,6,2,3,2,2,924,missing,0,313105,BALBUTCHER LANE,missing,missing
DANESWELL ROAD,6,1,2,13,21,175,missing,0,319710,FAIRFIELD ROAD,BOTANIC AVENUE,Bóthar na Danarchoill
DANIEL STREET,6,5,1,11,3,158,missing,0,326319,CLANBRASSIL STREET,HARTY PLACE,Sráid Mhac Dhomhnaill
DANIELI DRIVE,6,3,2,14,14,158,missing,0,313225,DANIELI ROAD,ST BRIGIDS ROAD,Céide Daniele
DANIELI ROAD,5,3,2,14,14,206,missing,0,313225,DANIELI ROAD,MALAHIDE ROAD,Bóthar Daniele
DARGLE ROAD,6,1,3,13,21,112,missing,0,319715,SHANGANAGH ROAD,DRUMCONDRA ROAD LOWER,missing
DARGLE ROAD,6,1,2,13,21,248,missing,0,319715,SHANGANAGH ROAD,DRUMCONDRA ROAD LOWER,missing
DARLEY STREET,6,5,2,3,16,86,missing,0,326324,MOUNT DRUMMOND AVENUE,HAROLD X COTTAGES,Sráid Dhárlaoi
DARLEY'S TERRACE,6,4,2,7,7,140,missing,0,326318,DONORE AVENUE,DONORE AVENUE,missing
DARLING ESTATE,6,1,2,9,17,313,missing,0,319610,NAVAN ROAD,BLACKHORSE AVENUE,Eastát Muirnín
DARNDALE SERVICE ROAD,6,3,1,2,2,2275,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 01,6,3,1,2,2,50,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 02,6,3,1,2,2,70,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 03,6,3,1,2,2,451,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 04,6,3,1,2,2,40,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 05,6,3,1,2,2,490,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 06,6,3,1,2,2,165,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 07,6,3,1,2,2,115,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 08,6,3,1,2,2,80,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 09,6,3,1,2,2,435,missing,0,313301,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 10,6,3,1,2,2,50,missing,0,313306,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 11,6,3,1,2,2,340,missing,0,313301,DARNDALE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 12,6,3,1,2,2,70,missing,0,313306,DARNDALE ESTATE SERVICE ROAD,missing,missing
DARNDALE ESTATE ROAD NO. 13,6,3,1,2,2,130,missing,0,313306,DARNDALE SERVICE ROAD,missing,missing
DARTMOUTH LANE,7,5,3,10,23,97,missing,0,326421,DARTMOUTH ROAD,NORTHBROOK ROAD,Lána Dartmouth
DARTMOUTH PLACE,6,5,2,10,23,136,missing,0,326421,DARTMOUTH ROAD,GRAND PARADE,Plás Dartmouth
DARTMOUTH ROAD,4,5,3,10,23,259,missing,0,326421,LEESON STREET UPPER,RANELAGH ROAD,Bóthar Dartmouth
DARTMOUTH ROAD,4,5,1,10,23,81,missing,0,326421,LEESON STREET UPPER,RANELAGH ROAD,Bóthar Dartmouth
DARTMOUTH SQUARE EAST,6,5,3,10,23,136,missing,0,326421,DARTMOUTH SQUARE NORTH,DARTMOUTH ROAD,missing
DARTMOUTH SQUARE NORTH,6,5,3,10,23,151,missing,0,326421,DARTMOUTH SQUARE WEST,DARTMOUTH SQUARE EAST,missing
DARTMOUTH SQUARE SOUTH,6,5,3,10,23,152,missing,0,326421,DARTMOUTH LANE,CAMBRIDGE TERRACE,missing
DARTMOUTH SQUARE WEST,6,5,3,10,23,137,missing,0,326421,DARTMOUTH ROAD,missing,missing
DARTMOUTH TERRACE,6,5,1,10,23,99,missing,0,326421,DARTMOUTH ROAD,NORTHBROOK ROAD,Ardán Dartmouth
DARTMOUTH WALK,7,5,1,10,23,144,missing,0,326416,DARTMOUTH SQUARE EAST &WEST,missing,Siúlán Dartmouth
DARTRY COTTAGES,6,5,1,6,19,176,missing,0,332916,DARTRY ROAD,missing,missing
DARTRY PARK,6,5,2,8,21,254,missing,0,332815,DARTY ROAD,missing,Páirc Dartraighe
DARTRY ROAD,2,5,1,R04,R15,588,R820,0,332815,PALMERSTON PARK,MILLTOWN ROAD,Bóthar Dartraighe
DAVID PARK,6,1,2,13,21,115,missing,0,319715,DAVID ROAD,missing,Páirc Dháibhí
DAVID ROAD,6,1,3,13,21,99,missing,0,319715,WHITWORTH ROAD,missing,Bóthar Dháibhí
DAVIS PLACE,6,4,3,6,6,59,missing,0,326314,THOMAS DAVIS STREET SOUTH,missing,Plás Dáibhios
DAVITT ROAD,2,4,1,R03,R12,1492,R812,0,326316,SLIEVENAMON ROAD,NAAS ROAD,Bóthar Dáibhéid
DAWSON COURT,7,5,3,13,5,38,missing,0,,STEPHENS STREET LOWER,missing,missing
DAWSON LANE,7,5,1,17,9,53,missing,0,326411,DAWSON STREET,missing,Lána Dásain
DAWSON LANE,7,5,2,17,9,129,missing,0,326411,DAWSON STREET,missing,Lána Dásain
DAWSON STREET,1,5,1,17,9,381,N011,0,326406,NASSAU STREET,STEPHENS GREEN NORTH,Sráid Dásain
DE BURGH ROAD,6,1,3,1,1,38,missing,0,,missing,missing,Bóthar de Búrca
DE COURCY SQUARE,6,1,3,13,21,285,missing,0,319714,missing,missing,Cearnóg Chúirseach
DE VALERA PLACE,6,1,1,5,5,60,missing,0,319720,missing,missing,missing
DEAN STREET,2,4,1,R04,R04,37,R110,0,326314,NEW ROW SOUTH,NEW STREET,Sráid an Déin
DEAN SWIFT GREEN,6,2,2,7,7,269,missing,0,313119,DEAN SWIFT ROAD,missing,Faiche Swift
DEAN SWIFT ROAD,6,2,2,7,7,667,missing,0,313119,ST.PAPPINS ROAD,missing,Bóthar Swift
DEAN SWIFT SQUARE,4,4,1,6,6,88,missing,0,326309,LAMBS ALLEY,FRANCIS STREET,Cearnóg Swift
DEANSTOWN AVENUE,3,2,2,5,5,176,missing,0,313121,KILSHANE ROAD,CARDIFFSBRIDGE ROAD,Ascaill Bhaile an Déin
DEANSTOWN AVENUE,3,2,1,5,5,262,missing,0,313121,KILSHANE ROAD,CARDIFFSBRIDGE ROAD,Ascaill Bhaile an Déin
DEANSTOWN DRIVE,6,2,2,5,5,94,missing,0,313121,DEANSTOWN AVENUE,DEANSTOWN GREEN,Céide Bhaile an Déin
DEANSTOWN GREEN,6,2,2,5,5,308,missing,0,313121,CARDIFFSBRIDGE ROAD,DEANSTOWN ROAD,Faiche Bhaile an Déin
DEANSTOWN PARK,6,2,2,5,5,346,missing,0,313121,DEANSTOWN GREEN,missing,Páirc Bhaile an Déin
DEANSTOWN ROAD,6,2,2,5,5,260,missing,0,313121,RATOATH AVENUE,DEANSTOWN AVENUE,Bóthar Bhaile an Déin
DECIES ROAD,3,4,2,4,12,1014,missing,0,326213,THOMOND ROAD,LALLY ROAD,Bóthar Déiseach
DELVILLE ROAD,6,2,2,7,7,146,missing,0,313119,GLASNEVIN DRIVE,ST.PAPPINS ROAD,Bóthar Deilbhile
DELVIN ROAD,3,1,2,12,20,63,missing,0,319713,ANNALY ROAD,FASSAUGH ROAD,missing
THE DEMESNE,6,3,3,14,14,116,missing,0,319810,MIDDLE THIRD,HOWTH ROAD,missing
THE DEMESNE,4,3,2,14,14,442,missing,0,319810,MIDDLE THIRD,HOWTH ROAD,missing
DENMARK STREET GREAT,4,1,1,10,10,143,missing,0,319725,GARDINER ROW,HILL STREET,missing
DENZILLE LANE,6,5,1,21,13,368,missing,0,326411,HOLLES STREET,FENIAN STREET,Lána Deinsil
DERMOT O'HURLEY AVENUE,6,5,2,17,30,201,missing,0,326413,FITZWILLIAM QUAY,IRISHTOWN ROAD,missing
DERRAVARAGH ROAD,6,4,2,12,20,90,missing,0,332813,LARKFIELD GARDENS,HAZELBROOK DRIVE,Bóthar Dairbhreach
DERRY DRIVE,6,4,2,10,18,390,missing,0,332801,DERRY PARK,missing,Léide Doire
DERRY PARK,6,4,2,10,18,226,missing,0,332801,CAPTAINS ROAD,DERRY ROAD,Páirc Doire
DERRY ROAD,6,4,2,10,18,340,missing,0,332801,DERRY PARK,CAHEL ROAD,Bóthar Doire
DERRYNANE GARDENS,6,5,2,16,29,373,missing,0,326413,BATH AVENUE,missing,Gáirdíni Doire Fhionán
DERRYNANE PARADE,6,1,1,4,4,116,missing,0,319720,N.C.R,INNISFALLEN PARADE,Páráid Doire Fhionán
DESMOND STREET,6,5,1,11,3,97,missing,0,326320,LOMBARD ST WEST,VERNON STREET,Sráid Deasmhumhan
DEVENISH ROAD,6,4,2,10,18,392,missing,0,332802,BANGOR ROAD,STANAWAY ROAD,Bóthar Doimhnis
DEVERELL PLACE,6,1,2,15,15,42,missing,0,326401,OFF GARDINER STREET,missing,Plás Deverell
DEVERY'S LANE,7,1,2,4,4,76,missing,0,319719,PHIBSBOROUGH ROAD,missing,missing
DEVLIN'S PLACE,7,5,4,20,12,37,missing,0,326406,SANDWITH STREET UPPER,missing,missing
DEVOY ROAD,6,4,2,7,15,335,missing,0,326311,OFF STEPHENS ROAD,missing,Bóthar Dubhuidhe
DIGGES LANE,6,5,2,13,5,115,missing,0,326315,STEPHENS STREET LOWER,BOW LANE EAST,Lána Digges
DIGGES STREET UPPER,4,5,1,13,5,93,missing,0,326315,MERCER STREET UPPER,AUNGIER STREET,missing
DILLON PLACE SOUTH,5,4,2,6,6,49,missing,0,326309,JOHN DILLON STREET,PATRICK STREET,Plás Sheáin Diolúin Theas
DINGLE ROAD,6,1,2,11,19,513,missing,0,319712,FASSAUGH AVENUE,FASSAUGH AVENUE,Bóthar an Daingin
DISTILLERY ROAD,6,1,3,15,8,245,missing,0,319811,CLONLIFFE ROAD,missing,Bóthar na Stille
DODDER TERRACE,6,5,1,17,30,66,missing,0,326408,IRISHTOWN ROAD,missing,Ardán na Dochra
DODDER VIEW COTTAGES,6,5,3,17,30,150,missing,0,326423,BEATTYS AVENUE,missing,Ioscáin Radharc na Dochra
DOLLYMOUNT AVENUE,6,3,2,15,15,512,missing,0,319912,MOUNT PROSPECT AVENUE,CLONTARF ROAD,Ascaill Chnocán Doirinne
DOLLYMOUNT GROVE,6,3,2,15,15,190,missing,0,319912,ST.GABRIELS ROAD,missing,Garrán Chnocán Doirinne
DOLLYMOUNT PARK,6,3,2,15,15,679,missing,0,319912,CLONTARF ROAD,ST.GABRIELS ROAD,Páirc Chnocán Doirinne
DOLLYMOUNT RISE,6,3,2,15,15,101,missing,0,319912,DOLLYMOUNT PARK,missing,árd Chnocán Doirinne
DOLPHIN AVENUE,6,4,3,8,8,107,missing,0,326318,SOUTH CIRCULAR ROAD,missing,Ascaill Doilfín
DOLPHIN COURT,6,4,1,,,0,missing,0,326317,DOLPHIN ROAD,missing,Cúirt Doilfín
DOLPHIN ROAD,4,4,2,R08,R17,306,missing,0,326317,DAVITT ROAD,CRUMLIN ROAD,Bóthar Doilfín
DOLPHIN ROAD,6,4,2,R08,R17,91,missing,0,326317,DAVITT ROAD,CRUMLIN ROAD,Bóthar Doilfín
